page_title,users_reverted_past_1_week
Harnaaz Sandhu,43
Bigg Boss (Tamil season 5),22
Vicky Kaushal,15
Beast (2022 film),14
Brahmāstra (film),13
Chandigarh Kare Aashiqui,12
Tadap (2021 film),11
Tejasswi Prakash,10
Naagin (2015 TV series),10
Puneeth Rajkumar,10
