page_title,users_reverted_past_1_week
Tejashwi Yadav,6
Santosh Kumar Singh,6
Pappu Yadav,4
Indian National Developmental Inclusive Alliance,3
Communist Party of India,3
Dharmendra,3
Rajendra Arlekar,3
Santosh Kumar Kushwaha,3
Pranab Mukherjee,2
Bangladesh–India relations,2
