page_title,users_reverted_past_1_week
Mohammad Yunus (politician),6
Lok Sabha,4
All India Anna Dravida Munnetra Kazhagam,4
Lala Lajpat Rai,4
Next Bihar Legislative Assembly election,4
Praful Patel,4
Ambedkar Makkal Iyakkam,4
Manish Sisodia,4
United Progressive Alliance,3
Mahatma Gandhi,3
