page_title,users_reverted_past_1_week
Karthikeya 2,44
Raksha Bandhan (film),31
Rakesh Jhunjhunwala,19
Beast (2022 Indian film),14
Independence Day (India),14
Salaar,14
Maratha Empire,12
Gaalipata 2,12
Bimbisara (film),11
Shamshera,11
