page_title,users_reverted_past_1_week
Bade Miyan Chote Miyan (upcoming film),17
Republic Day (India),17
Ram Mandir,16
2024 Indian Premier League,15
Leo (2023 Indian film),14
Sania Mirza,10
Malaikottai Vaaliban,9
Project K (film),8
The Raja Saab,7
Teri Baaton Mein Aisa Uljha Jiya,7
