page_title,change_from_last_week
Aranmanai 4,13
Heeramandi,12
"Churu, Rajasthan",10
Roti canai,8
India at the 2024 Summer Olympics,8
Mamitha Baiju,7
Waldemar Haffkine,7
Sam Pitroda,7
Battle of the Ten Kings,7
Surya TV,5
