page_title,users_reverted_past_1_week
Shefali Shah,15
Vande Bharat Express,13
Asaram,13
Battlegrounds Mobile India,10
Taarak Mehta Ka Ooltah Chashmah,9
Cyclone Mocha,7
2023 Indian Premier League,7
Shubman Gill,6
Tiger 3,6
Kuki people,6
