page_title,change_from_last_week
Vallabhbhai Patel,5
Muhammad Ali Jinnah,4
2022 Gujarat Legislative Assembly election,4
Next Indian general election,4
Mahatma Gandhi,3
Mallikarjun Kharge,3
Azam Khan (politician),2
Bharatiya Janata Party,2
Next Telangana Legislative Assembly election,2
Communist Party of India,2
