page_title,users_reverted_past_1_week
Vallabhbhai Patel,7
Muhammad Ali Jinnah,6
Azam Khan (politician),5
2022 Gujarat Legislative Assembly election,5
Mahatma Gandhi,4
Next Indian general election,4
Mallikarjun Kharge,3
Tek Fog,2
Lok Sabha,2
Nitish Kumar,2
