page_title,users_reverted_past_1_week
Vice President of India,7
2025 Bihar Legislative Assembly election,7
India–Israel relations,6
Next West Bengal Legislative Assembly election,5
Premiership of Narendra Modi,5
Ghazala Hashmi,5
Jagdeep Dhankhar,5
Operation Blue Star,4
Suresh Prabhu,4
Presidency of Droupadi Murmu,3
