page_title,change_from_last_week
Tiger Nageswara Rao,14
Salaar,12
Thalapathy 68,9
Thunivu,9
Dhirubhai Ambani Institute of Information and Communication Technology,8
Tamils,7
Shatrusalyasinhji,6
Vijayadashami,6
Project K (film),6
Master (2021 film),5
