page_title,users_reverted_past_1_week
2023 Madhya Pradesh Legislative Assembly election,9
2023 Rajasthan Legislative Assembly election,4
Veerappan,3
Siddaramaiah,3
Churchill Alemao,3
Paul Lyngdoh,3
Patancheru Assembly constituency,3
Charanjit Singh Channi,3
Next Indian general election,2
Indian National Congress,2
