page_title,users_reverted_past_1_week
Tiger Nageswara Rao,17
Thalapathy 68,15
Thunivu,12
Salaar,12
Leo (2023 Indian film),11
Shatrusalyasinhji,8
Tamils,8
Dhirubhai Ambani Institute of Information and Communication Technology,8
Kushi (2022 film),7
Vijayadashami,7
