page_title,change_from_last_week
Nitish Kumar,8
Vice President of India,8
Tejashwi Yadav,4
Rajya Sabha,4
Janata Dal (United),4
Devendra Fadnavis,4
Draupadi Murmu,3
M. Muhammad Ismail,3
Samajwadi Party,3
Sushma Swaraj,3
