page_title,users_reverted_past_1_week
India at the 2022 Commonwealth Games,26
Rocketry: The Nambi Effect,21
Raksha Bandhan (film),17
Beast (2022 Indian film),15
Languages of Uttar Pradesh,15
Raksha Bandhan,13
Bimbisara (film),12
44th Chess Olympiad,11
Raju Srivastav,9
Varisu,8
