page_title,users_reverted_past_1_week
Prajwal Revanna,9
Rekha Gupta,6
Satya Pal Malik,6
2022 Indian presidential election,5
2025 Bihar Legislative Assembly election,3
Subhas Chandra Bose,3
Jaya Prada,3
Jammu Praja Parishad,3
1984 anti-Sikh riots,2
Indian Police Service,2
