page_title,change_from_last_week
Indian National Developmental Inclusive Alliance,5
Odisha Legislative Assembly,4
Aam Aadmi Party,3
Mamata Banerjee,3
YSR Congress Party,3
Next Jammu and Kashmir Legislative Assembly election,3
Jagdeep Dhankhar,3
West Bengal State Chhatra Parishad,3
Haryana Legislative Assembly,2
Himachal Pradesh Legislative Assembly,2
