page_title,users_reverted_past_1_week
Bigg Boss OTT (Hindi Digital series) season 3,16
2024–25 Indian Super League,13
Kill (film),11
Kamala Harris,11
India national cricket team,10
Turbo (2024 film),10
India at the 2024 Summer Olympics,9
Fardeen Khan,9
Ashoka,8
Rana Sanga,8
