page_title,change_from_last_week
Kamala Harris,11
Fardeen Khan,7
Rana Sanga,7
Seuna (Yadava) dynasty,7
2024–25 Indian Super League,6
Shyamala Gopalan,6
Abhishek Bachchan,6
Disha Patani,6
Baal Veer,6
Bigg Boss OTT (Hindi Digital series) season 3,5
