page_title,change_from_last_week
Lal Bahadur Shastri,9
2024 Jharkhand Legislative Assembly election,6
Revanth Reddy,4
2024 Maharashtra Legislative Assembly election,3
India–Israel relations,3
Khizar Hayat Tiwana,3
Jan Suraaj,3
Bangla Pokkho,2
Chhatrapal Singh Gangwar,2
Muhammad Ali Jinnah,2
