page_title,users_reverted_past_1_week
Chandu Champion,18
Turbo (2024 film),15
India at the 2024 Summer Olympics,15
2024 Mangaf building fire,11
Anil Sharma,11
Ghum Hai Kisikey Pyaar Meiin,9
Rajalakshmi Engineering College,8
Thalapathy 68,7
Mughal Empire,7
Auron Mein Kahan Dum Tha,7
