page_title,change_from_last_week
Hardeep Singh Nijjar,7
2024 Indian general election,4
Indian Secular Front,4
Janata Dal (United),4
Mohan Charan Majhi,3
Jana Sena Party,3
Communist Party of India (Marxist),3
The Kashmir Files,3
The Emergency (India),3
Salwa Judum,3
