page_title,users_reverted_past_1_week
Shubman Gill,38
Shefali Jariwala,19
Shubhanshu Shukla,15
Aishwarya Vidhya Raghunath,14
Sohail Khan,8
Shahenshah (1988 film),7
Sreeleela,7
Biswaroop Roy Chowdhury,7
Jagat Gosain,7
Vijayta Films,7
