page_title,users_reverted_past_1_week
Maharashtra Legislative Assembly,11
Balbir Singh Rajewal,6
Exodus of Kashmiri Hindus,4
Communist Party of India (Marxist),4
Kerala Legislative Assembly,4
Asit Vora,4
Navjot Singh Sidhu,4
2022 Goa Legislative Assembly election,3
State legislative assemblies of India,3
All India Majlis-e-Ittehadul Muslimeen,3
