page_title,users_reverted_past_1_week
Bigg Boss (Tamil season 5),25
83 (film),21
Beast (2022 film),20
Tejasswi Prakash,17
Mohammed Shami,15
Shyam Singha Roy,14
Vijay (actor),12
Pushpa: The Rise,10
Vishal (actor),9
Singh,9
