page_title,change_from_last_week
Brown Rang,18
Stree 2,12
Jani Master,10
Diljit Dosanjh,10
2024 Kolkata rape and murder incident,9
Laughter Chefs – Unlimited Entertainment,8
Parvati,8
Taarak Mehta Ka Ooltah Chashmah,7
The Raja Saab,6
World War I,6
