page_title,change_from_last_week
Kunal Ghosh,33
Debangshu Bhattacharya,9
Nitish Kumar,5
Gopal Singh (politician),4
Vice President of India,4
Atishi Marlena,4
Shatarup Ghosh,4
Nayab Singh Saini,4
"One Nation, One Election",4
Vallabhbhai Patel,3
