page_title,change_from_last_week
Nupur Sharma (politician),18
2022 BJP Muhammad remarks controversy,17
Rajya Sabha,5
Campus Front of India,4
Maharashtra Legislative Assembly,3
J. Jayalalithaa,3
Chiranjeevi,3
Mehbooba Mufti,3
Andhra Pradesh Legislative Assembly,3
Thomas Unniyadan,3
