page_title,users_reverted_past_1_week
Lock Upp (Season 1),37
K.G.F: Chapter 2,20
Fear Factor: Khatron Ke Khiladi,13
Sarkaru Vaari Paata,11
Jersey (2022 film),11
Nayanthara,9
Gautama Buddha,7
Jamaat-e-Islami Kashmir,7
Ek Villain Returns,7
Runway 34,7
