page_title,users_reverted_past_1_week
Gujarat Legislative Assembly,5
Rajya Sabha,4
Politics of Tamil Nadu,4
The Kashmir Files,3
2022 Indian Rajya Sabha elections,3
2021 West Bengal Legislative Assembly election,3
J. Jayalalithaa,3
Renu Kumari,3
K. V. Thomas,3
Attack on Delhi Chief Minister's house,3
