page_title,users_reverted_past_1_week
Jawed Habib,16
Shiv Dayal Singh,13
Charan Singh (Sant),12
Jagat Singh (Sant),12
Shyam Singha Roy,11
Darbar (film),11
Shardul Thakur,11
Disha Patani,10
Radha Soami Satsang Beas,10
Gehraiyaan (film),9
