page_title,users_reverted_past_1_week
National Democratic Alliance,5
Diya Kumari,5
Uttar Pradesh Legislative Assembly,4
Tek Fog,4
Next Nagaland Legislative Assembly election,4
Vivek Agnihotri,4
Hindavi Swarajya,4
Isudan Gadhvi,4
Nitish Kumar,3
Munugode (Assembly constituency),3
