page_title,change_from_last_week
Bigg Boss (Tamil season 6),12
Suryakumar Yadav,12
Akaash Singh,12
Jhalak Dikhhla Jaa (season 10),8
Ugly Aur Pagli,7
Sania Mirza,7
Mulund College of Commerce,7
Rishi Sunak,6
Alia Bhatt,6
Sivakarthikeyan,5
