page_title,users_reverted_past_1_week
Bigg Boss (Tamil season 6),19
Suryakumar Yadav,13
Akaash Singh,12
Beast (2022 Indian film),11
Rishi Sunak,9
Ugly Aur Pagli,9
Jhalak Dikhhla Jaa (season 10),9
Vijay (actor),8
2023 Cricket World Cup,8
Sania Mirza,8
