page_title,change_from_last_week
2022 Punjab Legislative Assembly election,21
Tek Fog,20
2022 Uttar Pradesh Legislative Assembly election,15
2022 Goa Legislative Assembly election,6
Uttar Pradesh Legislative Assembly,6
Swami Prasad Maurya,6
Rahul Mahajan,6
Communist Consolidation,4
Goa Legislative Assembly,4
Jana Sena Party,4
