page_title,users_reverted_past_1_week
2022 Punjab Legislative Assembly election,22
Fatima Sheikh,20
Tejasswi Prakash,19
2022 Uttarakhand Legislative Assembly election,16
Geeta Kapoor,16
83 (film),14
Rudra Thandavam (2021 film),14
Marakkar: Lion of the Arabian Sea,12
Antim: The Final Truth,11
Shyam Singha Roy,10
