page_title,change_from_last_week
India national cricket team,25
Jasprit Bumrah,19
India at the Cricket World Cup,12
2024 Uttar Pradesh stampede,9
Kill (film),8
Sarileru Neekevvaru,7
Sadiq Hussain Qureshi,7
Kalki 2898 AD,6
Chandu Champion,6
Saeed Hatteea,6
