page_title,change_from_last_week
Nitish Kumar,5
Bihar Legislative Assembly,4
Left Democratic Front,4
Noakhali riots,4
Mayawati,3
Partition of India,3
South Western Command (India),3
United Democratic Front (Kerala),3
Rashtriya Janata Dal,2
Insurgency in Northeast India,2
