page_title,change_from_last_week
G20,11
Kannada,8
Sonam Bajwa,6
Mahadevi,6
"Kota, Rajasthan",6
Jay Shah,5
Sunil Chhetri,5
Kannada people,5
The Vaccine War,5
RDX: Robert Dony Xavier,4
