page_title,change_from_last_week
Maha Vikas Aghadi,6
Prafulla Chandra Ghosh,6
Prashant Kishor,4
President of India,3
Social Democratic Party of India,3
Nahid Hasan,3
Aam Aadmi Party Gujarat,3
Prime Minister of India,2
Mahatma Gandhi,2
Uttarakhand Legislative Assembly,2
