page_title,users_reverted_past_1_week
Maha Vikas Aghadi,6
Prafulla Chandra Ghosh,6
Prime Minister of India,4
Prashant Kishor,4
The Kashmir Files,3
Mahatma Gandhi,3
Uttarakhand Legislative Assembly,3
President of India,3
Social Democratic Party of India,3
Nahid Hasan,3
