page_title,change_from_last_week
Rajbhar,11
The Family Star,11
Thalapathy 68,10
Aranmanai 4,8
Samastha Kerala Jem-iyyathul Ulama,7
Battle of Garibpur,6
Battle of Hilli,6
Saraswat Brahmin,6
Air India fleet,6
Kavita Radheshyam,6
