page_title,users_reverted_past_1_week
2022 Uttar Pradesh Legislative Assembly election,22
2022 Goa Legislative Assembly election,8
2022 Manipur Legislative Assembly election,8
Yogi Adityanath,6
Subhas Chandra Bose,4
All India Anna Dravida Munnetra Kazhagam,4
Sarvepalli Radhakrishnan,4
Alauddin Khalji,4
Janata Party,4
Kanniyakumari (Lok Sabha constituency),4
