page_title,change_from_last_week
Lata Mangeshkar,94
Gurinder Singh,18
Gujarat Titans,16
Statue of Equality (Ramanuja),14
Gangubai Kathiawadi,12
Khiladi (2022 film),11
Meghalaya Legislative Assembly,11
Charan Singh (Sant),11
2022 Karnataka hijab row,11
Cochin International Airport,9
