page_title,users_reverted_past_1_week
Thunivu,42
Varisu,18
Bigg Boss (Tamil season 6),13
Beast (2022 Indian film),11
Jailer (film),9
Azad Hind,9
Pongal (festival),8
Ved (film),8
Hari Hara Veera Mallu,8
Waltair Veerayya,7
