page_title,change_from_last_week
2024 Jharkhand Legislative Assembly election,5
2008 Mumbai attacks,3
Uttar Pradesh Legislative Assembly,3
K. Chandrashekar Rao,3
Mahesh Prabhakar Choughule,3
Kanwal Sibal,3
Om Prakash Jindal,3
Rajesh Khanna,2
Bhagat Singh,2
J. Jayalalithaa,2
