page_title,users_reverted_past_1_week
2024 Jharkhand Legislative Assembly election,9
2024 Maharashtra Legislative Assembly election,6
Palakkad Assembly constituency,3
2008 Mumbai attacks,3
Uttar Pradesh Legislative Assembly,3
K. Chandrashekar Rao,3
Mahesh Prabhakar Choughule,3
Kanwal Sibal,3
Om Prakash Jindal,3
Mithun Chakraborty,2
