page_title,users_reverted_past_1_week
2024 Andhra Pradesh Legislative Assembly election,10
Murshidabad Lok Sabha constituency,9
Mukhtar Ansari,6
Coimbatore Lok Sabha constituency,6
Khushbu,6
AIADMK-led Alliance,6
Diamond Harbour Lok Sabha constituency,5
Andhra Pradesh Legislative Assembly,5
Barasat Lok Sabha constituency,5
Rashtriya Janata Dal,5
