page_title,users_reverted_past_1_week
Crew (film),21
Aadujeevitham (film),16
Aranmanai 4,15
Bade Miyan Chote Miyan (upcoming film),12
Salaar,11
Swatantrya Veer Savarkar (film),8
Delhi University Students Union,8
Stree 2,8
Bramayugam,7
Kriti Sanon,7
