page_title,change_from_last_week
Crew (film),15
Aranmanai 4,14
Salaar,10
Sonagachi,7
2024 Indian general election in Bihar,7
Biswaroop Roy Chowdhury,6
The Kapil Sharma Show,6
Aadujeevitham (film),5
Kriti Sanon,5
Nepal–Sikh War,5
