page_title,change_from_last_week
La. Ganesan,9
Nitish Kumar,5
Draupadi Murmu,4
Social Democratic Party of India,4
Sharad Pawar,3
Popular Front of India,3
Dahyabhai Patel,3
Next Rajasthan Legislative Assembly election,3
A. Raja,2
Fundamental rights in India,2
