page_title,change_from_last_week
Adani Group,15
Taraka Ratna,13
Sir (2023 film),8
2023 ICC Women's T20 World Cup,8
Maha Shivaratri,8
Hindustan Times,8
Selfiee,8
Shanghai Cooperation Organisation,7
Holi,7
Deh Siva Var Mohe,7
