page_title,change_from_last_week
2025 India–Pakistan strikes,39
Sky Force (film),12
The Bhootnii,9
Jana Nayagan,8
2025 Asia Cup,7
Air India Express,6
Zamindars of Bihar,6
Shubman Gill,6
Sivananda (yoga teacher),6
Laughter Chefs – Unlimited Entertainment,6
