page_title,users_reverted_past_1_week
2025 India–Pakistan strikes,39
HIT: The Third Case,18
Sky Force (film),17
Kesari Chapter 2,16
2025 India–Pakistan standoff,13
The Bhootnii,12
Jana Nayagan,11
Retro (film),10
Battle of Asal Uttar,9
Maratha Confederacy,8
