page_title,users_reverted_past_1_week
Bigg Boss (Telugu season 6),38
Bigg Boss (Tamil season 6),30
Varisu,22
Laththi,10
Saaho,9
Thunivu,8
Vijay (actor),7
Ashoka,7
Ugly Aur Pagli,7
Velir,7
