page_title,users_reverted_past_1_week
2022 BJP Muhammad remarks controversy,20
Rajya Sabha,13
Nupur Sharma (politician),11
Maharashtra Legislative Assembly,6
Naxalite–Maoist insurgency,6
Sidhu Moose Wala,5
2022 Indian presidential election,5
Gurjara-Pratihara dynasty,4
Lok Sabha,4
Hare Krishna Konar,3
