page_title,users_reverted_past_1_week
Harbhajan Singh,9
2023 Karnataka Legislative Assembly election,7
2022 Gujarat Legislative Assembly election,5
Rajya Sabha,5
Sarvepalli Radhakrishnan,5
Eknath Shinde,5
Communist Party of India,4
All India Anna Dravida Munnetra Kazhagam,3
Khushbu,3
Premiership of Narendra Modi,3
