page_title,change_from_last_week
Aishwarya R. Dhanush,45
Bangarraju,17
Lena (actress),13
Kora Pakhi,12
Mohor (TV series),10
Birju Maharaj,9
Maridhas Malaichamy,8
Tanushree Dutta,8
List of 2022 Indian Premier League personnel changes,7
Suhaldev,7
