page_title,change_from_last_week
2022 Goa Legislative Assembly election,25
2022 Uttar Pradesh Legislative Assembly election,16
Maridhas Malaichamy,8
Alauddin Khalji,7
2022 Manipur Legislative Assembly election,5
Punjab Lok Congress,4
Jyoti Basu,3
Michael O'Dwyer,3
N. T. Rama Rao,3
Next Telangana Legislative Assembly election,3
