page_title,users_reverted_past_1_week
2022 Goa Legislative Assembly election,34
2022 Uttar Pradesh Legislative Assembly election,31
2022 Punjab Legislative Assembly election,14
Maridhas Malaichamy,12
Alauddin Khalji,8
2022 Manipur Legislative Assembly election,6
Tek Fog,5
Uttar Pradesh Legislative Assembly,4
K. Annamalai,4
Hare Krishna Konar,4
