page_title,users_reverted_past_1_week
Swatantrya Veer Savarkar (film),17
Aadujeevitham (film),13
Bade Miyan Chote Miyan (upcoming film),12
Aditi Rao Hydari,11
Battle of Khanwa,11
Battle of Gagron,11
Delhi University Students Union,10
Gautam Rode,10
Tabu (actress),8
Paliwal,8
