page_title,users_reverted_past_1_week
2024 Andhra Pradesh Legislative Assembly election,14
2024 Indian general election,10
Mukhtar Ansari,7
2024 Indian general election in West Bengal,6
India–Israel relations,6
Diamond Harbour Lok Sabha constituency,6
Sidhu Moose Wala,5
E. P. Jayarajan,5
Coimbatore Lok Sabha constituency,5
Pithapuram Assembly constituency,5
