page_title,change_from_last_week
Swatantrya Veer Savarkar (film),17
Aadujeevitham (film),11
Battle of Khanwa,11
Battle of Gagron,11
Aditi Rao Hydari,10
Gautam Rode,10
Delhi University Students Union,9
Paliwal,8
Rana Sanga,8
Stree 2,8
