page_title,change_from_last_week
2024 Maharashtra Legislative Assembly election,12
Mallikarjun Kharge,5
Jahanabad (Lok Sabha constituency),5
Bal Thackeray,4
Rajesh Khanna,3
Preamble to the Constitution of India,3
Indian Peace Keeping Force,3
Babu Singh (politician),3
Himanta Biswa Sarma,2
N. Chandrababu Naidu,2
